	Unnamed: 0	TGrepID	Question	Every	A	The	Other	Wh	ModalPresent	PrecedingContext
237	237	65842:4	what would you do 	0.0731578947368421	0.2226315789473684	0.5989473684210526	0.1052631578947368	what	1	well, it seems to me that kids that  a-, get out of high school that parents  have gone to college and college here and college there that  are really not interested in  going to college and forced  into it, usually are your drop outs.where if they're said  hey, it  just as advisable  to go into something  you enjoy  and you like  you can get just as far as  being a journeyman, carpenter or an electrician or plumber or anything else like that. make as much moneyand if they enjoy it more, they'll make a lo-, happier life for themselves. [SEP] yeah. [SEP] question.you threw that question  on me about the deficit, put it on your shoe now. 
238	238	128902:9	so, how is the weather  out there?	0.0047368421052631	0.0605263157894736	0.4736842105263157	0.4610526315789474	how	0	and, course, that's kind of like a cancer in an apartment complex.you start  letting that happenand they go downand then before you know it you have drugs and a lot of other thingsso, uh, i'm sure  that aggravates it also. [SEP] yeah. [SEP] but, unemployment  now in dallas, or in texas is up around six point, [SEP]  
239	239	65645:4	what  would be the first thing  you'd cut 	0.0510526315789473	0.1178947368421052	0.8310526315789474	0.0	what	1	 [SEP] yeah. i get in to, even when i don't like the sport so much  i get interested in the history of sports franchises, [SEP] anyway, what are your, what are your first comments on that subject  [SEP] uh, my first comments on the budget.i would say  there has, [SEP] what would you start  cutting  f-, 
240	240	67756:27	what's the, unrequir-, what's the word  i'm looking for   uh,	0.0489473684210526	0.041578947368421	0.6852631578947368	0.2242105263157894	what	0	 [SEP] uh-huh. [SEP] but it  nice  having a dog here, uh,the, [SEP] oh, yeah,there's just, [SEP]  un-, un-, uh, 
241	241	149052:9	um, what do you find that you use yours mostly for 	0.4326315789473683	0.0910526315789473	0.3152631578947368	0.1610526315789473	what	0	i'm probably eventually going  to get a three eighty-six.um. [SEP] what do you use yours for  mostly? [SEP] um, mostly, um, word processing applications and, uh, just as a dumb terminal. [SEP] uh-huh. [SEP] um, but i, um, i think  eventually i'll start  using it for spreadsheets and things like that. 
242	242	172323:4	where you going to school 	0.0142105263157894	0.0642105263157894	0.8710526315789474	0.0505263157894736	where	0	i've found that most of homework assignments mumblex really require some sort of computer, uh, simulation or analysis,so [SEP] huh. [SEP]  it, it's pr-, very essential for me.schools have them,uh, but lot of times so difficult  to get on them at school. it's very easy, it  much more convenient  to have one at home. [SEP]  
243	243	5449:4	who would  steal a newspaper?	0.1378947368421052	0.4368421052631578	0.2268421052631578	0.1978947368421052	who	1	they just come by and pick them up even if it's just for the tv, you know t-, uh, selections of the day. [SEP] i see. [SEP] i don't know.it just wouldn't be there whenever i tried it  [SEP] yeah. [SEP] so, you're right, 
244	244	67879:4	why should they be sit-, sitting in, uh, prison getting their college degree 	0.1742105263157894	0.3257894736842105	0.2747368421052631	0.2252631578947368	why	1	 [SEP] and that's not one of those things that you can turn the wheel back and reverse everything  [SEP] uh-huh.well, right now our laws are so liberal that, uh, even with the death penalty in effect, i don't think that, uh,  they're going  to use it, uh, too frequently, uh, unfortunately.i, like you, say yes let's have it, put them all, give them all a shot, get rid  of them. [SEP] well, well, i guess, though,  where i would have a problem with it if i were on the jury that, that,  put, that  handed down the death sentence because it  was my judgement  the person's guilty. [SEP]  
245	245	13887:7	well what do you think  about the idea of, uh, kids having  to do public service work for a year?	0.2431578947368421	0.1331578947368421	0.1857894736842105	0.4378947368421053	what	0	okay. [SEP] bye. [SEP] bye. [SEP] okay. [SEP] okay. [SEP]  
246	246	171763:51	what do we have  to pay 	0.5189473684210526	0.0726315789473684	0.0689473684210526	0.3394736842105262	what	0	uh-huh. [SEP] you know, i keep track of every penny. and, more or less, enter it in. [SEP] uh-huh. [SEP] every single day i'm at the computer. [SEP] i see. [SEP]  and, it's like, okay, what  do we have  left, , what have we paid  this month. what  hasn't come in yet, you know.
247	247	88924:4	what was one of the latest ones that you've seen  actually 	0.1547368421052631	0.3657894736842105	0.4268421052631578	0.0526315789473684	what	0	and it was quite a production.i think  some parents go a little bit overboard. [SEP] yeahit sounds like it. [SEP] yes. [SEP] well you know i think  richardson is probably you know one of the places that  would definitely [SEP]  
248	248	26205:4	where are you going to school 	0.0173684210526315	0.0189473684210526	0.9110526315789472	0.0526315789473684	where	0	 [SEP] we were talking about that just today. [SEP] it's great. [SEP] we could be just lifelong students. [SEP] it is great.i love it. [SEP]  
249	249	140327:14	what what do you like  to do  for yourself in car automobile repairs?	0.348421052631579	0.2694736842105263	0.1894736842105263	0.1926315789473684	what	0	 [SEP]  [SEP]  [SEP]  come to my menagerie. [SEP] they knew the sucker when they saw one  now we have two parakeets. [SEP] okay,now then you heard the question, 
250	250	6902:4	what are you afraid of  with them?	0.358421052631579	0.2789473684210526	0.3042105263157894	0.0584210526315789	what	0	 [SEP] and, uh, it's, uh, [SEP] yeah. [SEP]  [SEP] well, um, with credit cards is, me, i, uh, i try  to get maybe just one or two, i don't, i don't like  having credit cards for every store. i, i, uh, i just don't like them. [SEP]  
251	251	12077:9	well, what do you think  about like a device, a meter right on a tail pipe	0.1268421052631578	0.3068421052631579	0.2468421052631578	0.3194736842105263	what	0	 [SEP] uh-huh. [SEP] i guess  canada's quite concerned that we're sending a lot of our stuff up there, [SEP] yeah,sure. [SEP] so that's helping. [SEP]  
252	252	156080:9	so, how you like new jersey 	0.2042105263157894	0.1794736842105263	0.1647368421052631	0.4510526315789473	how	0	but i think that, uh, all, with all the perks that we've given them  mean, i heard on the radio back a, a few weeks ago, uh, during the incidents where they were, you know, like they aren't paying their, their restaurant bills and they're bouncing checks all over the place  [SEP] uh-huh. [SEP]  [SEP] uh-huh. [SEP] uh, one of the radio stations over here listed off every single one of the perks. [SEP]  
253	253	70343:5	what else do you do  to your house?	0.4568421052631579	0.3447368421052632	0.0910526315789473	0.1073684210526315	what	0	and that stuff has been around since the beginning of time, [SEP] that's true.that's true.my dad is a farmerso, i've heard him talk about that forever.i guess  it works,but, um, you have  to really wash your vegetables after thatso it won't make you sick. let's see 
254	254	41891:35	how do yo-, wh-, what do you think  about it.	0.4052631578947368	0.0873684210526315	0.28	0.2268421052631578	what	0	and i believe also in shooting of, uh, rape, i mean  killing a rape victim. i mean someone in the process of rape, [SEP] uh-huh. [SEP] and i don't know what el-, i don't really remember what else. [SEP] uh-huh. [SEP] but. [SEP]  
255	255	133854:4	how'd that go 	0.1478947368421052	0.0636842105263157	0.4042105263157894	0.3842105263157895	how	0	yeah.but you only had one can of paint that you did the entire room with  [SEP] yes. [SEP]  [SEP] right.and then i wall papered a couple of walls,and, uh. [SEP]  
256	256	49881:4	what was i thinking 	0.1142105263157894	0.07	0.3699999999999999	0.4457894736842104	what	0	actually, they picked up some from minnesota.i think  it was, uh, minnesota's mumblex, [SEP] oh, that's right,that's right.they,it went the other way. [SEP] yeah. [SEP]  
257	257	37900:4	what  going  to happen?	0.3042105263157895	0.1794736842105263	0.2631578947368421	0.2531578947368421	what	0	 [SEP] no.and now, you know, what do we have  now.you know, got kids that, mumblex either got a, you know, a magnum gun school,like good grief. [SEP]  r-, right. [SEP] i mean, i'd, i'd be afraid  to be in school, i mean  b-, teaching, or even being a studentand  think what, what's it going  to be like  for my, my youngest, an my oldest son, when he goes to school  
258	258	60533:18	but, you know, what can one do 	0.1568421052631579	0.1452631578947368	0.0573684210526315	0.6405263157894737	what	1	 it, uh, unfortunately i guess  for myself it wasn't, uh, it was purely by my own choice. it wasn't, uh, there was no incentive for myself to leave,but it was just an opportunity aroseand  decided  to take it. [SEP] oh, so, you didn't even get the severance package. [SEP] no.i should have taken the, the, the, you know, uh, option when that was there  it was just, i missed it by a couple months. 
259	259	145781:4	where are you calling from 	0.0163157894736842	0.0257894736842105	0.9552631578947368	0.0026315789473684	where	0	can i run a minute and shut my radio off? [SEP] oh, sure. [SEP] okay. [SEP] oh. [SEP] okay. [SEP]  
260	260	67001:9	uh, what do you ride  uh,	0.0305263157894736	0.1984210526315789	0.7678947368421053	0.0026315789473684	what	0	 [SEP] oh, really? [SEP] yeah, that's, that's about the extent of it.i mean, i don't do any of those things particularly, you know, for exercise.but, uh, i guess  the bicycling is the one thing  i'll sort of, like, do  if i feel like i need  to go  exercise.uh, but i do it mostly for fun. [SEP] yeah, 
261	261	112615:4	what do you do 	0.1021052631578947	0.0721052631578947	0.3694736842105263	0.4563157894736842	what	0	 [SEP] but one of the teachers happened  to walk by and see her pounding on the window  trying  to get out of the bus. [SEP] oh, my god. [SEP] and this was four hours later, you know. [SEP] oh, that poor child. [SEP]  and, uh, so, you know, i-, 
262	262	36065:33	i mean, what are we, what are we becoming 	0.1826315789473684	0.1594736842105263	0.1621052631578947	0.4957894736842105	what	0	i mean, it's sad.one in five americans can't read [SEP] yeah. [SEP] adults, that is, can't even read. and, and we've got the lowest rates of the civilized countries in science and math. [SEP] yeah. [SEP]  
263	263	25997:6	so what is it  now?	0.0963157894736842	0.0563157894736842	0.6810526315789474	0.1663157894736842	what	0	um. [SEP]  [SEP]  turned out  they weren't cheeky. [SEP] yeah,they were  tell you.they don't talk about  they're charging that enormous fee every year. [SEP]  
264	264	76352:4	what could they possibly be thinking 	0.3121052631578947	0.1163157894736842	0.2442105263157894	0.3273684210526315	what	1	you actually have students with, with beepers? [SEP]  this is a, we're in a rather wealthy suburb of washington. [SEP] uh-huh. [SEP] and a student with a beeper immediately gets sent  down to the, uh, principal. [SEP] i mean, where,what are the, 
265	265	26244:6	and what do you do  with it?	0.2163157894736842	0.3773684210526316	0.2584210526315789	0.1478947368421052	what	0	is it  [SEP] yeah.i've got a nice little business at home,and i sit around and tinker with that most of the time. [SEP] so what are you getting your degree in  [SEP] um, uh, human factors. [SEP]  
266	266	77677:14	well, myrna, how do you get your news, news 	0.2952631578947368	0.1568421052631579	0.4447368421052631	0.1031578947368421	how	0	 [SEP] yes,well, this is a, this is a si-,uh, this is in fact, uh,we've been studying this in our school, that, um, this is one of the symptoms, or not the symptoms, it's one of the ways that young girls feel that they are maturing  a rite of passage. [SEP] yeah. [SEP] h-, 
267	267	156287:12	jimmy, so how do you get most of your news 	0.2084210526315789	0.16	0.4510526315789473	0.1805263157894737	how	0	 [SEP]  [SEP] yeah.and there's not that much in terms of, of public transportation down there. [SEP] uh-huh. [SEP] there is  it's kind of it's, [SEP]  
268	268	70085:4	what area do you live in 	0.0073684210526315	0.0721052631578947	0.7963157894736842	0.1242105263157895	what	0	well, it's an older home.it was made  back in the early sixties.it's a pier beam house. [SEP] huh-uh. [SEP]  got three bedrooms, one bathand that just makes me scream. [SEP] that's pretty tough. 
269	269	170701:21	so, wha-, what do you have 	0.1394736842105263	0.1042105263157894	0.5942105263157894	0.1621052631578947	what	0	 let's ge-, see how much money we can get  out of her, you know. [SEP] huh. [SEP] that's what  happens every time. [SEP] huh. [SEP] uh, so, [SEP]  
270	270	129529:6	and what would that be like 	0.1561904761904762	0.2076190476190476	0.4533333333333333	0.1828571428571428	what	1	uh, spicy lobster with lem-, linguini. [SEP] that sounds good. [SEP] yeah. [SEP] now what is, uh, what is, uh, the steamed shellfish  you said   [SEP] uh-huh. [SEP]  
271	271	108649:4	what would i put  together for a formal dinner.	0.3719047619047619	0.4080952380952381	0.1714285714285714	0.0480952380952381	what	1	 [SEP] but, well, it  was interesting  talking to you.it's a fun subject.food is one of my favorite things too. [SEP] yes. [SEP] anything else  you wanted  to add  [SEP] well, you had said dinner, you know, you know, 
272	272	37293:4	where do you think  this is going  in the future,	0.0876190476190476	0.1661904761904762	0.3195238095238095	0.4266666666666666	where	0	yeah. [SEP]  but, uh, but it, it's worked out for, for my family, to have my cake and eat it too, kind of thing. [SEP] yeah. [SEP]  [SEP] yeah,that's a good deal. 
273	273	81680:4	what do you think  of that, uh, the greenhouse effect that  going on?	0.1866666666666666	0.1809523809523809	0.4676190476190475	0.1647619047619047	what	0	there's a couple of, uh, tall buildings in raleigh, [SEP] uh-huh. [SEP]  and, and you can actually, you know,they're blurred,they're even dark,and what it is  is the pollution. [SEP] huh. 
274	274	67240:4	when do you get  to begin with the winters and all that 	0.0642857142857143	0.1271428571428571	0.7614285714285715	0.0471428571428571	when	0	you say  you ride about a hundred, hundred fifty miles a week? [SEP] yeah. [SEP] man. that's, that's hard-core. [SEP] on average,yeah. [SEP]  
275	275	52104:4	what  was your favorite all time movie?	0.0071428571428571	0.0561904761904761	0.858095238095238	0.0780952380952381	what	0	but i guess, [SEP] oh, well i hope  i don't run across them. [SEP] really,that's true because,i don't know,i just didn't find that one to be real, i, i just thought  it was too far fetched. [SEP]  
276	276	143729:4	how do you use them 	0.3619047619047618	0.3323809523809524	0.2561904761904762	0.0495238095238095	how	0	 [SEP] well, i suppose  we both have credit cards. [SEP] uh-huh,yeah,they seem  to be a part of life. [SEP] yeah. [SEP] yeah, 
277	277	168933:102	what recourse do you have 	0.2452380952380952	0.2557142857142856	0.3109523809523809	0.1880952380952381	what	0	 [SEP] huh. uh-huh. [SEP] and, uh, they instituted a drug policy there. drug testing policy where they randomly would test, uh, employees  [SEP] uh-huh. [SEP] and actually,  to tell you the truth, i really did not think much about it. i, i hadn't  you know,it really didn't relate to me. but there were some things  that people brought  up like well what  happens if they, they get a false positive, you know, .
278	278	43310:4	what have you seen 	0.3333333333333333	0.2685714285714285	0.2961904761904761	0.1014285714285714	what	0	 [SEP]  [SEP] okay.bye. [SEP] bye. [SEP] okay. [SEP] all right. 
279	279	130090:16	where, where are you calling from 	0.0047619047619047	0.0214285714285714	0.9457142857142856	0.0280952380952381	where	0	 [SEP]  w-, w-, [SEP] in dallas? [SEP] no,i'm in austin. [SEP] oh, really? [SEP]  
280	280	123363:6	so what do you guys having  up there?	0.3247619047619047	0.1495238095238095	0.4014285714285714	0.1242857142857142	what	0	because i know  saint louis is much bigger than memphisand when i went up there  they were saying that memphis sold more tickets than saint louis did. [SEP] oh, really? [SEP] yeah.it's like the liberty bowl or liberty stadium in memphis holds about sixty-two, [SEP] okay. [SEP]  
281	281	41766:114	what have you 	0.0952380952380952	0.1057142857142857	0.1142857142857142	0.6847619047619047	what	0	so i was always fighting against the idea of  looking tailored or manish, [SEP] right. [SEP] uh, and people would never, ever guess that i was phys ed and, um, and that pleased me, [SEP] uh-huh. [SEP] uh, and so, then i, of course, just continued what i considered  the best style of clothing for me at work and, uh, and i find  even, even at home here now, i, i will wear blue jeans or i'll wear shorts and , uh, and be very comfortable
282	282	152974:9	what what channel  do you watch  or what station?	0.08	0.1642857142857142	0.7523809523809524	0.0033333333333333	what	0	she gets a refund checkand, [SEP] okay.how do you keep up with current events  [SEP] um, well actually, usually, uh, in the mornings i am getting ready  to either go to work, uh, usually catch the news in the morning. [SEP] yeah, 
283	283	61222:4	how do they get along together 	0.1104761904761904	0.1976190476190476	0.4819047619047619	0.21	how	0	and we have a cat, who, a white cat. he's, he's just a tabby,just a,and his name is dominique.we call him neek. [SEP] um,. [SEP] but, [SEP]  
284	284	153057:6	or who  killed who.	0.0366666666666666	0.078095238095238	0.5247619047619049	0.3604761904761904	who	0	and, [SEP] yeah,the farm report. [SEP] yeah,farm report and oil reports. [SEP]  [SEP] that's pretty pretty sad 
285	285	77235:4	what  are some of the things that you did  with your children when they were growing up 	0.4133333333333333	0.4480952380952381	0.0819047619047619	0.0566666666666666	what	0	 [SEP] uh, bye,bye-bye. [SEP] bye-bye. [SEP] there we are  [SEP] yes. tell me, 
286	286	67832:9	uh, why should we let them set in prison and work on their college degrees after they've mowed down a class yard full of kids or t-, or tried  to  or done their very, you know, given their best effort at  doing that 	0.1761904761904761	0.2404761904761904	0.3395238095238095	0.2438095238095238	why	1	i just remember  seeing a, uh, kind of a synopsis of it. [SEP] uh-huh.well, why  stop at children   not go to adults, too  [SEP] well, uh, i'm, i'm personally very in favor of it. [SEP] uh-huh. [SEP]  
287	287	72904:4	why do they do that 	0.1266666666666666	0.1485714285714285	0.7247619047619048	1.0573552615477665e-17	why	0	 [SEP]  [SEP] uh-huh. [SEP]  [SEP] uh-huh. [SEP] and then they started  charging, uh, annual membership fees,and i said, adios, i'm, you know, i'm not paying you, [SEP]  
288	288	92536:4	who  has time?	0.2080952380952381	0.2247619047619047	0.0523809523809523	0.5147619047619048	who	0	or i may be working around in the room somehow,but i don't, i don't ever just sit and, i, that's something that  comes from your old age, you know. [SEP] no,i don't sit. [SEP] idle hands are the devil's workshop. [SEP] i know. 
289	289	101809:5	what else  has changed between the sixties and the eighties and the nineties?	0.4309523809523809	0.3885714285714285	0.0747619047619047	0.1057142857142857	what	0	 [SEP] s-, [SEP] um, perhaps there's less of the middle range then there was  [SEP] yeah.it's like people are starting  to give up hopeand they start out  very poor. let's see,that's a bad tangent   to get on  
290	290	39379:4	what time should we be there 	0.0214285714285714	0.0638095238095238	0.5428571428571429	0.3719047619047619	what	1	 [SEP] uh-huh. [SEP] and then i mix up, uh, some cream cheese and a little bit of amaretta wi-, and some cool whip, [SEP] wow. [SEP] and i make a thickened blueberry sauceand i layer it with, uh, angel food cake and the blueberries and then that topping. [SEP]  
291	291	4270:11	so, and how do you feel about it 	0.1185714285714285	0.2238095238095237	0.4719047619047619	0.1857142857142857	how	0	yeah,so. i'm, i'm an avid aerobics, uh, person and just very, very athletic. [SEP] uh-huh. [SEP] enjoying a th-, you know, uh, anything dealing with sports. [SEP] uh-huh,uh-huh. [SEP]  
292	292	167703:7	so what  goes into that, that particular thing?	0.3838095238095238	0.0295238095238095	0.5342857142857143	0.0523809523809523	what	0	i guess  he does. [SEP] uh-huh. [SEP] but, uh, we have really found,this is the first year  we've done it this way  we are really saving a lot of money. [SEP] really.because you're, you've, you've sat down with a piece of paper and said well  let's see what are we going  to, 
293	293	12747:5	what els-,.	0.1442857142857142	0.2	0.1580952380952381	0.4976190476190475	what	0	oh, yeah, i've, i've done, i've done that at church too. [SEP] yeah. [SEP] i haven't done that in a long time. [SEP] yeah. [SEP] so,  let's see 
294	294	6904:4	what am i afraid of 	0.200952380952381	0.2561904761904762	0.4661904761904761	0.0766666666666666	what	0	 [SEP] yeah. [SEP]  [SEP] well, um, with credit cards is, me, i, uh, i try  to get maybe just one or two, i don't, i don't like  having credit cards for every store. i, i, uh, i just don't like them. [SEP] what are you afraid of  with them? [SEP]  
295	295	105671:4	how did you ever get into that 	0.0238095238095238	0.2057142857142856	0.6480952380952382	0.1223809523809523	how	0	uh-huh. [SEP] oh, uh, ceramic painting. [SEP] i enjoy the china more. [SEP] the china more. [SEP] and now that i have my eyes, corrected  to the point that i can see the delicate part of china painting  i do enjoy it. [SEP]  
296	296	20121:21	well, how, how do you feel  about the immigration laws?	0.1738095238095238	0.1595238095238095	0.5033333333333333	0.1633333333333333	how	0	 [SEP] oh the worst kind,yeah, [SEP]  [SEP] yeah. [SEP] yeah,all the characteristics... [SEP]  
297	297	158661:4	what do you think  mark?	0.1747619047619047	0.3514285714285714	0.2123809523809524	0.2614285714285714	what	0	uh-huh. [SEP] and they have  to stand there, [SEP] well what do you feel  about the, um, present situation in the mideast? [SEP] well, it looks like it's just about as volatile as it usually is  [SEP] uh-huh. [SEP]  
298	298	61578:4	how are your kids handling it 	0.2319047619047619	0.3038095238095237	0.3652380952380952	0.099047619047619	how	0	 [SEP] no, i, i know,i mean he's always, you know, he really does have a good home.i think  that's what  really bothers me the most about it. [SEP] yeah. [SEP] you know, it's like, [SEP]  
299	299	40579:20	where do, where do you live 	0.0028571428571428	0.0147619047619047	0.9757142857142856	0.0061904761904761	where	0	right.but, i wasn't embarrassed  to shop around you know, [SEP] no. [SEP] so, the, the person  we found it through  the,there's an association  here in town of professional home, care providers or something like that. [SEP]  [SEP]  [SEP]  
300	300	83164:18	but, uh, uh, how do you feel about the, uh, about the jury system itself 	0.1975	0.123	0.4955	0.184	how	0	with a conviction? [SEP]  [SEP] oh, okay. [SEP] that most of it is plea bargained  uh, half way through or, or most of the cases are plea bargained  anyway. [SEP] right. [SEP]  
301	301	17923:4	how do you feel that it should be applied  	0.1525	0.295	0.484	0.0679999999999999	how	1	oh, i honestly don't feel like it's strict enough in my opinion. [SEP] in the way that it's applied  or it's applied  at all  [SEP] uh-huh. [SEP]  [SEP] applied at all. [SEP] so, i, 
302	302	66396:41	what can i hide 	0.238	0.063	0.147	0.5519999999999999	what	1	 [SEP] yeah,you know, it makes sense, um, you know,you have the occasional person who  may have been falsely accused  i mean, uh, so few and far between, uh, you know, makes good t v moviesand that's about it. [SEP] yeah, and, and also, um, the, the thing  i don't like  about a lot of these court trials and a lot of these appeals is that it's not based  on what  is true and what  is false but rather it's   on the rules of evidence,  and what do i have  to tell 
303	303	159673:16	wh-, what's the old country music like 	0.1325	0.172	0.408	0.2875	what	0	 [SEP]  [SEP] oh. [SEP]  that's, uh, that's a little bit to, uh,it's suchthey're trying  to make it too much of a crossover thing,you know what i mean  [SEP] uh-huh. 
304	304	127830:6	and who  knows still, what  ha-, really happened, you know.	0.1195	0.1225	0.142	0.616	who	0	 [SEP] yeah,they had a big fight on that show, didn't they? [SEP] yeah,yeah. [SEP] they were all accusing each other of everything in the world. [SEP] oh, that was awful 
305	305	394:4	what did you wear  to work today?	0.2195	0.1185	0.5579999999999999	0.104	what	0	 [SEP]  take care. [SEP] hey. [SEP] bye-bye. [SEP] bye-bye. [SEP] hi, cynthia. 
306	306	4134:4	how did you hear,	0.0095	0.1495	0.764	0.077	how	0	do you work for t i? [SEP] no,no,i work for g t e. in maryland, [SEP] really? [SEP] yes. [SEP]  
307	307	174199:33	so, uh, what are your, what are your thoughts on the subject  there?	0.287	0.289	0.1954999999999999	0.2285	what	0	 [SEP] good.uh, i guess  the topic is trial by jury and how we should change that  or how we would change it  [SEP] yep. [SEP] uh, i'm ready whenever you are   [SEP] okay. [SEP]  
308	308	37797:4	what's that going  to be like 	0.22	0.317	0.304	0.159	what	0	 [SEP] okay,so it's getting close. [SEP] yeah,he's going  to be going to kindergarten,so. so, you know, we're, we're thinking about that. [SEP] right. [SEP]  
309	309	68547:4	where all you guys go 	0.415	0.3279999999999999	0.2545	0.0025	where	0	quite frequently. [SEP] uh, i wish  we did. [SEP] well, we retired early [SEP] oh, okay. [SEP] so, we're, we take trips pretty often. [SEP]  
310	310	109103:16	what, what grade do you teach 	0.0885	0.099	0.7625	0.05	what	0	yeah,well, you know, i, as i said, i teach school [SEP] uh-huh. [SEP] and, gosh, i'm trying  to think,i don't know,i have one woman, one mother that i know   is home,but she also has ten children. [SEP]  
311	311	66379:12	well then, why  bother 	0.139	0.252	0.4109999999999999	0.198	why	0	 [SEP] yeah. [SEP] i mean, i, i personally think  life imprisonment,i don't think much of li-, of life imprisonment.first of all, it's never, turns out  to be life,but second, you know, why should we   idea of life imprisonment with no chance of parole.well that means  you're going  to put them in a cageyou think  it  never ever going  to be safe for them to walk the streets again, 
312	312	20333:4	where do you, do you come from  originally	0.023	0.027	0.933	0.017	where	0	that's true.and i did pay state tax in california,but my goodness, that, that, the, what did you call it  the sales tax, is just getting outrageous  to pay. [SEP] yeah.that's true. [SEP] you don't sound like you're from dallas. 
313	313	18885:4	where do you live 	0.021	0.1025	0.876	0.0004999999999999	where	0	 [SEP] i did too,and you have a good day. [SEP] you do the same. [SEP] bye-bye. [SEP] bye. [SEP]  
314	314	124701:9	well, what would  be your advice to a parent of a child thinking of  attending college?	0.175	0.406	0.2879999999999999	0.131	what	1	and so there's only certain times  you can talk to him  [SEP] and you could get thereand his office hours could, i mean he could have like a nine to eleven in the morning office hours and have forty-two people waiting  to talk to him,and you still didn't get  to talk to him anyway. [SEP] right,yeah. [SEP]  
315	315	87792:6	so what movies have you seen  lately?	0.4665	0.281	0.064	0.1885	what	0	 [SEP] okay,it  been real nice  talking with you. [SEP] good enough. [SEP] bye. [SEP] bye. [SEP]  
316	316	83488:4	how did you put that many miles on it, in, four or five years 	0.2939999999999999	0.0695	0.536	0.1	how	0	as far as any maintenance on my car, i, i shy away from the oil changes,that's for sure. [SEP] uh-huh,well my car is, uh, it's an eighty-sixand i really hadn't had any, any trouble with it un-, until thatand the car now has a hundred and thirty something thousand miles on it and, uh, and this was just recent,so i really can't complain about this one. [SEP]  
317	317	128348:4	what advice would you give 	0.4085000000000001	0.2895	0.172	0.1295	what	1	i guess  when you're, when you're eighteen or so  uh, it  would be important  to know if it was a coed college. [SEP]  [SEP] that was a, a strict requirement for me.uh, again what, uh, how serious a person is  according to, uh, uh, you know, what, what they want  to get  out of school, and, uh, i guess  they'd have  to consider how expensive the college is  and how close to home, if they could handle  being away for real long periods of time or if they need  to be somewhere where they can drive home when they needed  to get home    let's see, uh,now what was the question  what, what's the criteria for  picking a college  [SEP]  
318	318	75050:4	how was life different ten, twenty, or thirty years ago 	0.3325	0.312	0.1775	0.178	how	0	 [SEP] uh-huh.so, what was our question about  in socio-, [SEP]  wasn't the decline so much.i think  they just said the changes in, uh, social, social changes in the united states. [SEP] yeah. [SEP]  
319	319	148052:4	what do you call them  the guys that  orchestrate the con-, the conductors.	0.002	0.115	0.7024999999999999	0.1805	what	0	 [SEP] uh-huh. [SEP] and, uh, they do their, they do a lot of original recordings themselves. [SEP] yes,yeah,i think, uh. [SEP] but they also, uh, they also, uh, go to the different composers, or the different, i guess, 
320	320	174758:4	what program you in 	0.018	0.0635	0.8595	0.059	what	0	 [SEP] uh,  kind of takes away from the significance of the death penalty. [SEP] uh-huh.what do you do  georgeanne? [SEP] i'm a graduate student at the university of texas in dallas. [SEP] oh, okay.great. 
321	321	146911:7	so how do you dress 	0.0505	0.3845	0.5499999999999999	0.0145	how	0	because i had some appointments at the office  today, some interviewsand so i had  to dress up anywayand then i wore heels, you know. [SEP] uh-huh. [SEP] but when it rains a lot  which is has been doing  here a lot lately, uh, very often, you know,  wear, uh, pants and boots you know. [SEP] oh. [SEP]  
322	322	67508:7	like who  knows, you know.	0.077	0.091	0.0655	0.7665	who	0	yeah,well when, uh, my, my doggie, uh, that we have  now, uh, she's, she's mostly golden retriever. [SEP] uh-huh. [SEP] the vet called her, uh, a golden mix, [SEP] yeah. [SEP]  
323	323	12257:4	what did i make  that night.	0.068	0.1855	0.5885	0.158	what	0	 [SEP] right. [SEP] do you find yourself, um, with all the, um, cholesterol and, and high fiber changing the way that you fi-, that you entertain  [SEP] i find it changing the way that i eat  but not the way  i entertain  i guess, i guess  i feel like if they're on a diet like that, i'm going  to, you know, honor that,but if it's justanother couple came, um, over a couple weeks laterand i made, 
324	324	86224:4	when were you there 	0.0315	0.143	0.7755	0.05	when	0	 [SEP] if you don't like wildlife it's probably not of interest. [SEP]  [SEP] but it, that was really, really fabulousand just the photos  i have  of itand gosh, incredibleand  be so close, [SEP] now when was that  
325	325	124552:6	and what did you graduate in 	0.0164999999999999	0.154	0.779	0.0505	what	0	 [SEP] oh, really. [SEP] so i thought  that was kind of an in-, interesting coincidence. [SEP] huh.so you went to what college? [SEP] uh, northern state university in aberdeen, south dakota. [SEP]  
326	326	79923:23	so what was, what was the other question 	0.017	0.138	0.742	0.1025	what	0	 [SEP] up to a point,no, m-, yeah,. [SEP] yeah. [SEP] it's just  some of those women that  come up there  looking like arnold schwarzenegger's sister just doesn't get it. [SEP] yeah, 
327	327	103429:6	and what is he going  to do  prison to the other people?	0.2389999999999999	0.1525	0.3465	0.262	what	0	 [SEP] yeah. [SEP] i really would have a hard time  especially if i was on a jury,  not wanting him to, you know, be executed  [SEP] hang?. [SEP] because, i mean, that's just awful. [SEP]  
328	328	72066:35	what, how do you, what do you think 	0.2449999999999999	0.2799999999999999	0.2095	0.2655	what	0	yeah,maybe that's contributed  to a lot of the problems that we see  all the time,so. if there was some way for, for women to, to stay home even if they could work  you know,there are a lot of jobs that  are coming about, like in computers at home, and those types of things, that  would at least in some ways, um, bridge the gap. [SEP] uh-huh. [SEP]  [SEP] yeah, i, i think that, um, in the future, um, the, the family unit as it, as it once was known  is, is going  to be nonexistent. 
