	TGrepID	Question	Every	A	The	Other	Wh	ModalPresent
604	174125:6	so why  make fun of mine 	0.14526315789473684	0.13947368421052633	0.44684210526315793	0.26842105263157895	why	0
954	152555:8	so what else do you think   is important?	0.29526315789473684	0.42684210526315786	0.14578947368421052	0.13210526315789475	what	0
98	135929:4	where are you from  originally?	0.012105263157894725	0.02789473684210527	0.9305263157894736	0.028947368421052645	where	0
220	44356:33	i mean, why are they, why are they not as vocal 	0.15789473684210528	0.2678947368421052	0.5447368421052632	0.02947368421052631	why	0
880	157318:9	uh, what are you thinking about  buying 	0.11619047619047616	0.20666666666666667	0.6623809523809523	0.014761904761904763	what	0
788	71896:16	what, what changes do you think   have taken  place in the last generation?	0.5876190476190476	0.3185714285714286	0.06190476190476191	0.031904761904761915	what	0
54	125234:4	where's it all going 	0.5321052631578947	0.059473684210526324	0.2715789473684211	0.1368421052631579	where	0
827	85982:7	so where was your last vacation 	0.05818181818181818	0.06272727272727273	0.8286363636363635	0.050454545454545446	where	0
389	132156:4	what do you think  about, uh, the self insurance business?	0.19368421052631576	0.31999999999999995	0.27	0.21631578947368424	what	0
721	124207:4	what did you think  of the world series?	0.21857142857142856	0.19380952380952382	0.2909523809523809	0.2966666666666667	what	0
47	141308:59	so, so,  to make one successful, i mean, i mean what do you all do 	0.25	0.2831578947368421	0.36894736842105263	0.09789473684210526	what	0
445	174767:4	what do you do 	0.03250000000000001	0.0835	0.8130000000000001	0.071	what	0
952	167859:4	what d-,	0.027894736842105264	0.01473684210526316	0.049473684210526316	0.9078947368421053	what	0
602	131435:7	who  says that they just must got  to come over  to see us all the time for the holidays	0.24263157894736845	0.08210526315789474	0.17105263157894737	0.5036842105263158	who	1
411	853:4	why don't we do that 	0.0580952380952381	0.17428571428571427	0.5642857142857144	0.2033333333333333	why	0
889	36028:4	what  would happen if the mumblex required young people to do service to the country,	0.28	0.26571428571428574	0.2080952380952381	0.24619047619047618	what	1
184	116290:4	why did you move to utah 	0.13999999999999999	0.15454545454545457	0.6854545454545454	0.02	why	0
731	122164:4	what have you seen  recently?.	0.44849999999999995	0.22149999999999997	0.22199999999999998	0.10800000000000001	what	0
83	73381:35	so, um, how do  think, how do you think  we've changed in the last ten to twenty years 	0.4714285714285714	0.23380952380952383	0.15190476190476193	0.14285714285714285	how	0
173	143248:4	how did you like africa 	0.3661904761904762	0.20761904761904765	0.10523809523809524	0.32095238095238093	how	0
782	58200:24	well, uh, what what do you think  about the metric system?	0.23105263157894734	0.13473684210526318	0.3242105263157895	0.31000000000000005	what	0
554	153872:4	what do you do 	0.1889473684210526	0.18	0.5178947368421053	0.1131578947368421	what	0
802	38013:4	what processor does it have  in it?	0.10666666666666667	0.08619047619047618	0.7390476190476191	0.0680952380952381	what	0
668	74128:20	what was, what was your name  again?	0.06444444444444444	0.12055555555555555	0.758888888888889	0.05611111111111111	what	0
789	126108:4	what are dialing services 	0.1523809523809524	0.289047619047619	0.46761904761904766	0.09095238095238097	what	0
397	9175:4	what do you think  we can do 	0.44047619047619047	0.34285714285714286	0.17619047619047618	0.04047619047619048	what	1
306	4134:4	how did you hear,	0.0095	0.1495	0.764	0.077	how	0
816	46742:30	if you had a choice of your car, what would you get 	0.09727272727272726	0.13045454545454546	0.7527272727272727	0.01954545454545453	what	1
466	120181:4	what does he think  of your, uh, t shirts and,	0.28421052631578947	0.14631578947368423	0.28789473684210526	0.28157894736842104	what	0
353	171135:4	what do you think 	0.22149999999999997	0.2595	0.16799999999999998	0.351	what	0
726	87594:4	what do you think 	0.194	0.09949999999999999	0.36550000000000005	0.341	what	0
437	145610:4	what do you think  about it?	0.1465	0.2825	0.36900000000000005	0.202	what	0
730	28905:7	now what year are we talking about 	0.000499999999999989	0.026999999999999996	0.638	0.3345	what	0
760	82408:4	what's your husband do 	0.0931578947368421	0.15263157894736842	0.7015789473684212	0.05263157894736842	what	0
436	39339:4	what do you serve  with it?	0.16999999999999998	0.23399999999999999	0.523	0.073	what	0
358	42944:4	what are they doing  you know,	0.28	0.068	0.47700000000000004	0.175	what	0
512	72731:16	how, how do you look at  counting credit cards 	0.08842105263157896	0.3021052631578947	0.43999999999999995	0.16947368421052633	how	0
657	75101:36	where do you think  it's, where do you think  it's going  to go  in twenty years?	0.18052631578947367	0.24105263157894738	0.21842105263157893	0.36	where	0
538	163430:9	well, who  wants  to clean their junk before they throw it away.	0.13736842105263158	0.47368421052631576	0.07947368421052632	0.3094736842105263	who	0
35	78887:7	well what did you think  of reagan as a president?	0.2005263157894737	0.18157894736842103	0.2642105263157895	0.35368421052631577	what	0
179	161114:4	what was the other dog  you had  	0.05523809523809523	0.005238095238095244	0.7952380952380954	0.14380952380952383	what	0
428	52078:4	what do you mean 	0.1165	0.15699999999999997	0.45600000000000007	0.2705	what	0
429	129512:49	well, now, so if you were going  to have a dinner party, what would you make 	0.2855	0.295	0.409	0.01	what	1
614	173523:6	so what does that tell you 	0.1868421052631579	0.11842105263157894	0.4605263157894737	0.23421052631578948	what	0
904	118143:4	why  bother  working 	0.15523809523809523	0.3161904761904762	0.3857142857142858	0.14285714285714285	why	0
864	30285:4	what do you have  at home?	0.2123809523809524	0.18523809523809526	0.5952380952380952	0.007142857142857143	what	0
501	155460:9	overseas, where would you be going 	0.20333333333333334	0.22444444444444445	0.5633333333333334	0.008888888888888889	where	1
89	107243:9	oh, what kind do you have 	0.3814285714285715	0.21619047619047618	0.25952380952380955	0.14285714285714285	what	0
106	52408:4	what  the one that  just,	0.0	0.15473684210526314	0.7273684210526316	0.11789473684210527	what	0
43	44743:160	what do you want  to do 	0.06947368421052633	0.14578947368421052	0.3331578947368421	0.45157894736842097	what	0
282	152974:9	what what channel  do you watch  or what station?	0.08	0.16428571428571426	0.7523809523809524	0.0033333333333333496	what	0
992	53429:4	what do you think  about it?	0.1465	0.1795	0.242	0.43200000000000005	what	0
753	166857:16	who, how do you know that 	0.09649999999999999	0.052000000000000005	0.4505	0.40099999999999997	how	0
304	127830:6	and who  knows still, what  ha-, really happened, you know.	0.11950000000000001	0.12250000000000003	0.142	0.616	who	0
804	80874:7	well what movies do you like 	0.5128571428571428	0.2504761904761905	0.0380952380952381	0.19857142857142857	what	0
913	166119:9	uh, what do you think  about that?	0.28631578947368425	0.2521052631578947	0.12	0.34157894736842104	what	0
867	54262:13	but, uh, what do you think  about the mess that   we've created  in iraq?	0.2471428571428571	0.2114285714285714	0.33333333333333337	0.2080952380952381	what	0
987	46479:21	well, wh-, what  the difference there,	0.189	0.19049999999999997	0.5145	0.10600000000000001	what	0
728	114602:4	what kind do you have 	0.1015	0.091	0.5974999999999999	0.20950000000000002	what	0
856	50695:4	how would they decide who  goes into, uh,  building fire breaks in yosemite national park and who  goes to saudi arabia 	0.04333333333333333	0.2785714285714285	0.4904761904761905	0.1876190476190476	how	1
560	38698:4	how did you get involved 	0.10999999999999999	0.15	0.6973684210526315	0.042105263157894736	how	0
644	149109:14	well, see, what do you do 	0.22473684210526318	0.20421052631578948	0.5352631578947369	0.03578947368421054	what	0
394	154323:4	where does it go 	0.399047619047619	0.13380952380952382	0.3852380952380952	0.0819047619047619	where	0
55	100712:69	and, uh, if we have children who  are not getting their education, for one reason or another, then what are we going  to do  with them?	0.23684210526315788	0.2521052631578947	0.34210526315789475	0.16894736842105262	what	0
300	83164:18	but, uh, uh, how do you feel about the, uh, about the jury system itself 	0.1975	0.12300000000000003	0.4955	0.184	how	0
871	39618:4	where did you get,	0.013809523809523808	0.09666666666666668	0.7861904761904761	0.10333333333333333	where	0
699	161207:4	how did they get their reputation  then?	0.09095238095238097	0.18904761904761905	0.6723809523809523	0.04761904761904763	how	0
615	78491:30	uh, what's the main, what's the main difference between republicans and democrats 	0.14473684210526316	0.24578947368421053	0.5552631578947368	0.05421052631578947	what	0
620	120598:7	well what do you do  on your yard?	0.33052631578947367	0.2805263157894737	0.20736842105263156	0.18157894736842106	what	0
711	153156:30	if they were going  to show that why didn't they show the guys who you know  got really hurt  and everything 	0.1657142857142857	0.1742857142857143	0.5599999999999999	0.1	why	0
854	147920:6	or what era do you, era do you like  the most?	0.12142857142857144	0.2919047619047619	0.5547619047619048	0.031904761904761915	what	0
639	176169:4	why  not replace it 	0.08421052631578947	0.301578947368421	0.43052631578947365	0.1836842105263158	why	0
586	6220:90	what exactly, what does that mean 	0.24571428571428572	0.10476190476190476	0.5004761904761905	0.14904761904761904	what	0
166	44357:6	or why do they not, you know, stand up,  so to speak, for their rights 	0.3466666666666666	0.2628571428571429	0.2909523809523809	0.09952380952380951	why	0
80	129042:32	but, uh, see, see what else can i say  about the weather.	0.3090476190476191	0.34428571428571425	0.05523809523809523	0.2914285714285714	what	1
24	163206:45	what would you do  about	0.1322222222222222	0.23666666666666666	0.32222222222222224	0.30888888888888894	what	1
706	73419:4	where'd you live 	0.1719047619047619	0.03571428571428572	0.7914285714285715	0.0009523809523809524	where	0
525	149167:18	um, so, um, what were you doing  when you were using an apple two e 	0.11526315789473685	0.17263157894736844	0.5989473684210527	0.1131578947368421	what	0
855	6644:24	well, if they went awol, what are you going  to do 	0.09047619047619047	0.3480952380952381	0.32047619047619047	0.24095238095238097	what	0
18	76625:25	well, how did, how did you get, uh, hooked up with the t i switchboard thing 	0.13333333333333333	0.01722222222222223	0.825	0.02444444444444445	how	0
444	5370:44	what, how do we know, you know, uh, if the news  we're getting  is any good 	0.07649999999999998	0.179	0.48550000000000004	0.259	how	0
483	124609:7	so what is your advice to  picking a college 	0.3377777777777778	0.305	0.13833333333333334	0.2188888888888889	what	0
424	53708:4	what do you propose that they do 	0.16950000000000004	0.465	0.2915	0.074	what	0
737	103015:4	where do you live 	0.013000000000000001	0.0205	0.9344999999999999	0.0315	where	0
162	103008:4	where do you live 	0.05571428571428571	0.0009523809523809476	0.8404761904761904	0.10285714285714284	where	0
62	167484:19	so what, why is it  that the weather in atlanta that gets very hot 	0.12523809523809523	0.1933333333333333	0.4547619047619048	0.22666666666666666	why	0
487	133926:4	how do you get your main source of current events 	0.18722222222222226	0.23833333333333334	0.5127777777777777	0.061666666666666675	how	0
692	7739:9	well, what do you think  about nolan ryan being the first baseball player   to earn a million dollars?	0.17722222222222223	0.22555555555555554	0.38555555555555554	0.21166666666666667	what	0
989	152366:16	how, how does, uh, university of new hampshire handle it 	0.11950000000000001	0.11299999999999999	0.765	0.0025	how	0
811	91104:4	what books have you read  lately?.	0.6309523809523809	0.16809523809523808	0.07619047619047618	0.12476190476190474	what	0
27	168933:47	what  happens if they, they get a false positive	0.31222222222222223	0.1811111111111111	0.2761111111111111	0.23055555555555557	what	0
375	173944:4	what was the age difference   between the youngest and the oldest?	0.10263157894736843	0.1394736842105263	0.6	0.15789473684210525	what	0
956	114879:9	well, what are you doing  way in washington?	0.10894736842105263	0.20210526315789476	0.2705263157894737	0.41842105263157897	what	0
805	95238:4	what do you think  about it?	0.27142857142857146	0.3304761904761905	0.29285714285714287	0.10523809523809524	what	0
185	10409:4	what did he shoot him with 	-1.0092936587501408e-17	0.05636363636363637	0.9431818181818182	1.0092936587501408e-17	what	0
839	118515:25	and, uh, and how we going  to bring that back together 	0.08863636363636364	0.31272727272727274	0.5031818181818182	0.09545454545454544	how	0
125	145616:4	what should i say 	0.04545454545454546	0.3409090909090909	0.5127272727272728	0.10090909090909089	what	1
555	113825:8	so, what do you think  about it?	0.28578947368421054	0.18947368421052632	0.23157894736842108	0.2931578947368421	what	0
951	150774:7	so how do you get most of your current event information 	0.3542105263157895	0.16999999999999998	0.4715789473684211	0.004210526315789479	how	0
831	174074:6	and what would you do 	0.1081818181818182	0.3013636363636364	0.41	0.18045454545454545	what	1
801	1721:4	how do you feel  about rap music?	0.12285714285714286	0.15476190476190477	0.5333333333333334	0.18904761904761905	how	0
938	141868:45	what, what's, i mean, what are we supposed  to, uh, compare it to  you know, i mean, the quality, uh,	0.26789473684210524	0.3021052631578948	0.308421052631579	0.12105263157894736	what	0
565	146252:9	so, what are your favorite shows 	0.6242105263157894	0.1763157894736842	0.06526315789473684	0.13421052631578947	what	0
187	159296:9	well, how do you feel  about  setting, like, well, for example, a car type accident where, uh, or some incident where someone loses a limb 	0.10590909090909091	0.2640909090909091	0.3436363636363637	0.2863636363636364	how	0
796	9885:4	how do you feel about that 	0.14238095238095236	0.1938095238095238	0.5138095238095237	0.15	how	0
255	133854:4	how'd that go 	0.14789473684210527	0.06368421052631579	0.40421052631578946	0.3842105263157895	how	0
576	58947:4	what do you think  about it?	0.16	0.1676190476190476	0.33666666666666667	0.33571428571428574	what	0
213	86016:6	so where have you been 	0.5026315789473684	0.19052631578947365	0.2542105263157895	0.05263157894736842	where	0
91	77104:20	what's, what are some other questions  they have  	0.4273684210526316	0.3042105263157895	0.06315789473684212	0.20526315789473684	what	0
275	52104:4	what  was your favorite all time movie?	0.007142857142857143	0.056190476190476187	0.858095238095238	0.0780952380952381	what	0
621	134352:4	how'd you like  to own a piece of property where your lake is going sour because of acid rain  	0.0468421052631579	0.056842105263157895	0.034210526315789476	0.8621052631578947	how	1
145	132813:10	well, what else do you serve  with your pig?	0.4827272727272728	0.3722727272727273	0.08863636363636364	0.056363636363636366	what	0
341	115742:4	how are you liking it 	0.24900000000000003	0.08349999999999999	0.20749999999999996	0.45999999999999996	how	0
792	86088:50	at wha-, at,  excuse me, at what age did you,	0.06714285714285714	0.08904761904761907	0.4095238095238094	0.4342857142857143	what	0
941	57942:6	so why aren't you helping us 	0.15105263157894738	0.1568421052631579	0.6578947368421053	0.034210526315789476	why	0
118	120330:16	what, what do you think 	0.20578947368421052	0.10210526315789474	0.2405263157894737	0.4515789473684211	what	0
521	5736:4	when do you get out 	0.0	0.09421052631578948	0.8531578947368421	0.05210526315789474	when	0
895	13236:60	what, what would, what would you find, what would you have them do 	0.26238095238095244	0.26571428571428574	0.2923809523809524	0.17952380952380953	what	1
988	160511:4	how can it be bad 	0.23650000000000002	0.4565	0.13199999999999998	0.175	how	1
343	397:4	what did i wear  to work today?	0.261	0.08549999999999999	0.653	0.000500000000000005	what	0
780	164353:16	what, what do you think   is, uh, is an appropriate, uh, punishment for some of the various, you know, such as, things such as rape or, or, uh, murder or something like that.	0.2715789473684211	0.2242105263157895	0.3436842105263158	0.16052631578947368	what	0
994	149975:7	well what do you think   can be done  about the crime in the city?	0.4415	0.4295	0.10400000000000001	0.025000000000000012	what	1
147	33654:4	what'd they do  for that?	0.18454545454545457	0.05863636363636364	0.5613636363636364	0.1954545454545455	what	1
32	160516:4	why can't trees break down 	0.1994736842105263	0.2921052631578947	0.49000000000000005	0.01842105263157896	why	1
928	81479:4	what do you call a, uh, double ceiling, double high in one half of the house 	5.843279076974526e-18	0.027894736842105264	0.8305263157894738	0.14157894736842105	what	0
596	131946:4	what do you use it for 	0.22190476190476197	0.11571428571428573	0.5619047619047619	0.1004761904761905	what	0
781	91011:4	where is that  you know.	0.05105263157894737	0.061578947368421046	0.6973684210526315	0.19	where	0
141	31235:14	you know, what has, you know, has, has the educational system been watered  down to  that anybody who  above average is now gifted?	0.085	0.16363636363636364	0.2159090909090909	0.5354545454545455	what	0
960	27202:4	what can we do  about it?	0.21210526315789474	0.45	0.19052631578947365	0.14736842105263157	what	1
678	100746:6	and what are, you know,	0.2816666666666667	0.045000000000000005	0.07888888888888888	0.5944444444444444	what	0
961	119562:4	what do you think   going  to happen there.	0.2231578947368421	0.21263157894736842	0.3668421052631579	0.19736842105263158	what	0
973	154973:12	well, now who do you play with 	0.5175000000000001	0.17350000000000002	0.3085	0.0	who	0
430	43279:4	what do you do  in your garden,	0.33949999999999997	0.2535	0.357	0.05000000000000001	what	0
319	148052:4	what do you call them  the guys that  orchestrate the con-, the conductors.	0.002	0.11500000000000002	0.7024999999999999	0.1805	what	0
114	170362:7	now how do you mean that 	0.08578947368421053	0.16894736842105262	0.5357894736842106	0.20947368421052628	how	0
245	13887:7	well what do you think  about the idea of, uh, kids having  to do public service work for a year?	0.2431578947368421	0.1331578947368421	0.18578947368421053	0.4378947368421053	what	0
23	92671:8	and, what did she do  with the,	0.13	0.020555555555555556	0.3505555555555555	0.49888888888888894	what	0
150	70325:9	um, what do you do 	0.3761904761904762	0.32904761904761903	0.2357142857142857	0.05904761904761906	what	0
142	116156:16	where, where do you live 	0.009545454545454544	0.01	0.9777272727272728	0.002727272727272736	where	0
927	116037:14	anyway, so, where's your favorite place   to go  	0.0	0.15999999999999998	0.8210526315789475	0.018947368421052643	where	0
113	155563:14	uh, so, what do you think  uh, about  putting the elderly in a nursing home?	0.22947368421052627	0.2847368421052632	0.24631578947368418	0.23947368421052637	what	0
211	50761:14	you know, how you going  to cover that many people 	0.08473684210526315	0.2794736842105263	0.5310526315789473	0.10473684210526314	how	0
663	90897:14	you know, what's the trade off  there,	0.20055555555555554	0.1988888888888889	0.5066666666666666	0.0938888888888889	what	0
601	51431:6	and how did you choose that sitter 	0.02210526315789475	0.07736842105263159	0.7678947368421053	0.13263157894736843	how	0
269	170701:21	so, wha-, what do you have 	0.1394736842105263	0.10421052631578948	0.5942105263157894	0.16210526315789472	what	0
156	56531:7	now how do they do the blackened 	0.10142857142857142	0.013809523809523803	0.8738095238095239	0.010952380952380969	how	0
92	12866:4	what's that real, oh, not real old, my wife she is old too, dancer  uh,	0.0	0.0863157894736842	0.4189473684210526	0.4947368421052632	what	0
694	99178:16	what, what does,	0.135	0.07388888888888888	0.09888888888888889	0.6922222222222223	what	0
384	142695:4	what do you call those things 	0.20105263157894737	0.12473684210526316	0.5736842105263157	0.1005263157894737	what	0
401	107234:9	um, how do you like it 	0.08714285714285715	0.08190476190476191	0.5423809523809524	0.2885714285714286	how	0
149	157119:9	well, where are we going  to impose d-, you know,	0.15227272727272728	0.17045454545454544	0.26818181818181813	0.4090909090909091	where	0
725	78481:16	by, what do you mean  by liberal, um.	0.32199999999999995	0.15450000000000003	0.3555	0.16799999999999998	what	0
140	19578:21	wh-, uh, w-, what do you get shot  by 	0.015909090909090907	0.15045454545454545	0.5095454545454544	0.3240909090909091	what	0
273	81680:4	what do you think  of that, uh, the greenhouse effect that  going on?	0.18666666666666668	0.18095238095238098	0.46761904761904755	0.16476190476190478	what	0
903	147250:7	well why don't you start cause it said  i was suppose  to ask you what do you,	0.08571428571428572	0.10904761904761905	0.27285714285714285	0.531904761904762	why	0
557	120876:4	what did you grow 	0.4242105263157895	0.14894736842105263	0.35947368421052633	0.06736842105263156	what	0
543	114369:25	and, uh, why, why do we let this happen 	0.1268421052631579	0.21473684210526317	0.5042105263157894	0.1542105263157895	why	0
605	113414:14	so i guess why should the government  	0.08894736842105262	0.26421052631578945	0.3263157894736842	0.32052631578947366	why	1
108	29980:4	how do you feel  about credit cards?	0.1336842105263158	0.09421052631578948	0.4378947368421053	0.33421052631578946	how	0
419	131190:4	what do you see, uh,  changing in the future?	0.41904761904761906	0.32476190476190475	0.16523809523809524	0.09095238095238097	what	0
917	5673:22	so, so where do you go 	0.07421052631578948	0.361578947368421	0.5642105263157895	0.0	where	0
934	89347:4	how does that sound 	5.843279076974526e-18	0.06578947368421054	0.2636842105263158	0.6705263157894737	how	0
21	102211:9	well, how we	0.059444444444444446	0.12277777777777778	0.10055555555555556	0.7172222222222222	how	0
99	1965:4	what do you mean  by world music?	0.13947368421052633	0.21736842105263157	0.46315789473684205	0.18000000000000002	what	0
133	161881:11	so, what do you do  for a job?	0.017727272727272727	0.030909090909090907	0.8604545454545455	0.09090909090909091	what	0
947	37312:4	what do you think 	0.17473684210526316	0.34105263157894733	0.25684210526315787	0.22736842105263155	what	0
189	149045:4	what do you use yours for  mostly?	0.24181818181818182	0.27499999999999997	0.4236363636363636	0.05909090909090909	what	0
739	116337:4	what are you studying 	0.1695	0.038	0.7735000000000001	0.019	what	0
215	75556:16	what, what deterrent does he really have 	0.15157894736842104	0.42947368421052634	0.2752631578947369	0.14368421052631578	what	0
16	38865:5	what else have i done 	0.4233333333333334	0.2038888888888889	0.10388888888888889	0.26888888888888896	what	0
350	44110:9	so, how do you feel  about our policy in latin america?.	0.20349999999999996	0.14450000000000002	0.4255	0.22599999999999998	how	0
815	79844:4	what do you do 	0.4690909090909091	0.22772727272727275	0.30000000000000004	0.003181818181818177	what	0
227	33184:46	who  could come up with the best recipe	0.15842105263157893	0.1836842105263158	0.6052631578947368	0.05263157894736842	who	1
825	158831:4	what do you do 	0.051818181818181826	0.08772727272727274	0.594090909090909	0.26636363636363636	what	0
768	95754:11	so but, what does you husband do  now?	0.05736842105263158	0.18842105263157896	0.7542105263157894	0.0	what	0
537	169130:14	so, um, how do you feel about the crime in your city 	0.1626315789473684	0.17157894736842105	0.3931578947368421	0.2726315789473684	how	0
716	108750:4	what school are you going to 	0.047619047619047616	0.034761904761904765	0.8685714285714287	0.04904761904761904	what	0
757	6180:9	well, what d-, do you think  in terms of, uh, benefits?	0.36052631578947364	0.11368421052631579	0.16157894736842104	0.3636842105263158	what	0
636	99843:19	now what, what do they pick  up?	0.5410526315789475	0.18842105263157896	0.1573684210526316	0.11263157894736843	what	0
318	75050:4	how was life different ten, twenty, or thirty years ago 	0.3325	0.312	0.1775	0.178	how	0
693	164740:9	so, how did that happen  anyway?	0.15666666666666668	0.21055555555555555	0.5855555555555555	0.047222222222222235	how	0
814	159887:42	what kind of music is, does what songs does he play 	0.33285714285714285	0.2533333333333334	0.2519047619047619	0.1619047619047619	what	0
214	176164:16	why, why we need  to replace it?	0.1968421052631579	0.15578947368421053	0.6473684210526316	0.0	why	0
732	128346:16	what, what's the criteria for  picking a college 	0.6595	0.10649999999999997	0.14400000000000002	0.09	what	0
926	46586:4	what do they get paid 	0.005263157894736848	0.04315789473684211	0.4610526315789474	0.49000000000000005	what	0
51	176495:4	what did you do  when your kids were growing up 	0.2947368421052632	0.358421052631579	0.29421052631578953	0.05263157894736843	what	0
566	138191:9	well, how do you think that that's happened 	0.1636842105263158	0.24947368421052632	0.33157894736842103	0.2552631578947368	how	0
484	87987:9	well, who  knows.	0.1927777777777778	0.16055555555555556	0.031111111111111107	0.6155555555555555	who	0
470	155630:4	what do you think 	0.29368421052631577	0.17842105263157892	0.29263157894736835	0.23526315789473687	what	0
575	108123:4	what kind do you like  to watch 	0.2742857142857143	0.3280952380952381	0.3685714285714285	0.029047619047619048	what	0
361	7929:9	so, what do you do 	0.13473684210526318	0.10263157894736843	0.7031578947368421	0.05947368421052631	what	0
677	19308:21	and finally, you know, who  knows	0.06388888888888891	0.275	0.013888888888888888	0.6466666666666667	who	0
330	20675:4	what are trying  to get 	0.0965	0.1435	0.7020000000000001	0.057999999999999996	what	0
25	21725:6	and where do you go 	0.1922222222222222	0.22944444444444445	0.5733333333333334	0.0044444444444444444	where	0
22	111378:4	where do you enjoy  dining out 	0.4072222222222222	0.30777777777777776	0.2733333333333333	0.011111111111111117	where	0
84	132939:7	so what car do you drive 	0.016666666666666666	0.0880952380952381	0.895238095238095	0.0	what	0
540	51567:8	so, what  made you decide  to put her in a montessori school?	0.3142105263157895	0.12473684210526316	0.4957894736842105	0.06473684210526316	what	0
495	93182:4	where are you from  originally?	0.015000000000000001	0.013888888888888895	0.8894444444444444	0.08166666666666667	where	0
249	140327:14	what what do you like  to do  for yourself in car automobile repairs?	0.348421052631579	0.2694736842105263	0.18947368421052632	0.19263157894736843	what	0
381	78624:40	so what do you think  about, uh, what do you think  about what you see  on t v about them, like in the news or on the ads,	0.28578947368421054	0.24789473684210525	0.25052631578947365	0.21578947368421056	what	0
342	102292:4	what have you seen  lately?	0.266	0.6080000000000001	0.05800000000000001	0.06799999999999999	what	0
619	91886:4	where have you all been  on vacation recently?	0.3678947368421053	0.21894736842105264	0.30210526315789477	0.11105263157894736	where	0
242	172323:4	where you going to school 	0.014210526315789474	0.06421052631578947	0.8710526315789474	0.05052631578947369	where	0
439	31540:4	what limits  ought  to be put  on it, do you think  	0.4215	0.20600000000000002	0.33399999999999996	0.038500000000000006	what	1
56	73231:4	what  wrong with you?	0.1668421052631579	0.07157894736842106	0.498421052631579	0.2631578947368421	what	0
128	110218:9	well, how did you like that topic 	0.017272727272727273	0.06909090909090909	0.39681818181818185	0.5168181818181818	how	0
225	115422:23	what's that, what's that state north of us 	0.002631578947368416	0.05263157894736842	0.9447368421052631	0.0	what	0
953	89865:4	who  wrote that?	0.09157894736842105	0.12315789473684209	0.7768421052631579	0.008421052631578947	who	0
305	394:4	what did you wear  to work today?	0.21950000000000003	0.11850000000000001	0.5579999999999999	0.10400000000000001	what	0
858	97823:9	well, what movies have you seen  recently, valerie?	0.6514285714285714	0.17047619047619045	0.1304761904761905	0.047619047619047616	what	0
950	82856:12	well, then how can a democracy work then 	0.1457894736842105	0.31894736842105265	0.43	0.10526315789473684	how	1
967	151724:6	and how did you feel  it went 	0.03850000000000001	0.1065	0.5655	0.2895	how	0
348	22449:4	what'd you do  with them?	0.251	0.12449999999999999	0.533	0.0915	what	1
69	43862:24	and who  wants who  wants  to drive twenty miles  to go to the movies.	0.08285714285714287	0.34285714285714286	0.09666666666666668	0.47761904761904767	who	0
476	120441:16	wh-, where do you go  camping at  around here?	0.24105263157894738	0.23526315789473684	0.521578947368421	0.002105263157894742	where	0
597	113885:6	but what do you think 	0.22190476190476188	0.1676190476190476	0.4	0.21000000000000002	what	0
674	47849:23	now when you baby-sit  what age group children do you sit with 	0.23833333333333334	0.23888888888888893	0.5161111111111112	0.006666666666666666	what	0
46	73308:4	what do i know 	0.21631578947368418	0.10473684210526314	0.08315789473684211	0.5957894736842105	what	0
643	21649:34	so what, what, how do you spend the time with your children 	0.27473684210526317	0.46315789473684216	0.1568421052631579	0.10526315789473684	how	0
276	143729:4	how do you use them 	0.36190476190476184	0.3323809523809524	0.2561904761904762	0.04952380952380951	how	0
689	88636:4	what's the criterion for  choosing  to go there 	0.42999999999999994	0.10833333333333334	0.35055555555555556	0.1111111111111111	what	0
392	29724:4	how were you decorating the baskets 	0.12523809523809523	0.12190476190476189	0.709047619047619	0.043809523809523805	how	0
88	98025:8	and, how does the story line go 	0.016190476190476193	0.04809523809523811	0.8647619047619047	0.07095238095238095	how	0
10	108874:4	what did you say 	0.07444444444444445	0.11722222222222219	0.7744444444444445	0.03333333333333334	what	0
695	27575:4	what's the solution  then?	0.04761904761904763	0.20142857142857146	0.6071428571428571	0.14380952380952378	what	0
803	87827:4	how do you mean 	0.10142857142857142	0.2314285714285714	0.4090476190476191	0.2580952380952381	how	0
289	101809:5	what else  has changed between the sixties and the eighties and the nineties?	0.4309523809523809	0.3885714285714285	0.07476190476190477	0.10571428571428572	what	0
71	82861:16	how, how can it work 	0.25809523809523816	0.39285714285714285	0.30238095238095236	0.04666666666666667	how	1
510	161866:22	what kind of, what lake do you all use 	0.11789473684210527	0.06947368421052631	0.6773684210526315	0.13526315789473686	what	0
462	140071:4	what would you get 	0.11526315789473682	0.3	0.5673684210526316	0.017368421052631578	what	1
391	158994:4	what are you studying  down there?	0.1380952380952381	0.16333333333333333	0.6561904761904762	0.0419047619047619	what	0
110	37924:6	and what's it going  to be like  in another twelve years when my, uh, oldest son is in high school 	0.2642105263157895	0.14842105263157893	0.1236842105263158	0.4636842105263157	what	0
368	177026:4	what do you think 	0.3526315789473684	0.27210526315789474	0.23842105263157895	0.1368421052631579	what	0
852	167131:59	uh, but th-, th-, th-, then why  not pay, pay the sales tax  mumblex.	0.12476190476190477	0.18761904761904763	0.6142857142857144	0.07285714285714284	why	0
991	120041:4	where'd you get the car 	0.0	0.003	0.9925	0.0045000000000000005	where	1
971	126136:4	how did radio shack work 	0.0705	0.03	0.8825	0.017000000000000005	how	0
656	77458:6	or what would they do 	0.3173684210526316	0.2636842105263158	0.20789473684210527	0.21000000000000002	what	1
778	63242:4	why didn't it work last time 	0.13999999999999999	0.1473684210526316	0.7068421052631578	0.005789473684210527	why	0
