	TGrepID	Sentence	Every	A	The	Other	Wh	ModalPresent
414	151761:9	well, what did you find 0 *t*-1 was most helpful in * planning the birthday get together?	0.19142857142857142	0.09666666666666668	0.6738095238095237	0.0380952380952381	what	0
85	129842:4	what are some of the things 0 they don't recycle *t*-1 *t*-2.	0.5552380952380952	0.3723809523809524	0.056666666666666664	0.015714285714285715	what	0
157	119895:40	i, i mean, i mean, what else could they do *t*-1 *-2 to make it better.	0.39285714285714285	0.45571428571428574	0.14904761904761904	0.002380952380952391	what	1
355	142589:4	how do you get the edge *t*-1?	0.026000000000000002	0.314	0.5595	0.10049999999999999	how	0
435	36924:4	how do you feel *t*-1 about it?	0.11000000000000001	0.19649999999999998	0.4375	0.256	how	0
158	111690:4	who *t*-1 knows	0.1519047619047619	0.0519047619047619	0.016190476190476193	0.7800000000000001	who	0
844	43608:4	what are some other ones 0 i've seen *t*-1 lately *t*-2.	0.3809090909090909	0.33681818181818185	0.09045454545454544	0.1918181818181818	what	0
871	39618:4	where did you get,	0.013809523809523808	0.09666666666666668	0.7861904761904761	0.10333333333333333	where	0
819	94399:4	what do you think 0 *t*-1 is the biggest problem?	0.04909090909090908	0.04545454545454546	0.81	0.09545454545454546	what	0
325	124552:6	and what did you graduate in *t*-1?	0.016499999999999994	0.154	0.779	0.0505	what	0
412	36190:4	what *t*-1's more important,	0.06285714285714286	0.15	0.5395238095238095	0.24761904761904763	what	0
849	131917:4	what do you have *t*-1?	0.5209523809523811	0.14	0.32	0.018571428571428582	what	0
597	113885:6	but what do you think *t*-1,	0.22190476190476188	0.1676190476190476	0.4	0.21000000000000002	what	0
243	5449:4	who would *t*-1 steal a newspaper?	0.13789473684210526	0.43684210526315786	0.22684210526315787	0.19789473684210526	who	1
543	114369:25	and, uh, why, why do we let this happen *t*-1.	0.1268421052631579	0.21473684210526317	0.5042105263157894	0.1542105263157895	why	0
607	137813:4	what did you get *t*-1?	0.08578947368421053	0.02526315789473684	0.8800000000000001	0.008947368421052633	what	0
924	74224:4	why don't you do something with those *t*-1?	0.1768421052631579	0.17842105263157895	0.4094736842105263	0.23526315789473687	why	0
229	138076:7	then how does he like it *t*-1?	0.13789473684210524	0.1573684210526316	0.3257894736842105	0.37894736842105264	how	0
694	99178:16	what, what does,	0.135	0.07388888888888888	0.09888888888888889	0.6922222222222223	what	0
934	89347:4	how does that sound *t*-1?	5.843279076974526e-18	0.06578947368421054	0.2636842105263158	0.6705263157894737	how	0
629	159364:6	or how does that work *t*-1?	0.06263157894736841	0.12315789473684209	0.7047368421052632	0.10947368421052632	how	0
972	161919:4	how do you like it down there in texas *t*-1?	0.262	0.131	0.07649999999999998	0.5305	how	0
440	154745:19	so, what what is the e p a recommending *t*-1 now?	0.209	0.14350000000000002	0.6439999999999999	0.003500000000000011	what	0
462	140071:4	what would you get *t*-1?	0.11526315789473682	0.3	0.5673684210526316	0.017368421052631578	what	1
272	37293:4	where do you think 0 this is going *t*-1 in the future,	0.08761904761904762	0.1661904761904762	0.31952380952380954	0.42666666666666664	where	0
781	91011:4	where is that *t*-1, you know.	0.05105263157894737	0.061578947368421046	0.6973684210526315	0.19	where	0
377	136067:4	what are your favorite shows *t*-1?	0.5557894736842105	0.14526315789473684	0.11105263157894736	0.18789473684210528	what	0
930	42408:24	how, i mean how can it be changed *-1 *t*-2. unless the legislature will do something	0.15157894736842104	0.4368421052631579	0.19	0.22157894736842104	how	1
323	12257:4	what did i make *t*-1 that night.	0.068	0.18550000000000003	0.5885	0.158	what	0
644	149109:14	well, see, what do you do *t*-1?	0.22473684210526318	0.20421052631578948	0.5352631578947369	0.03578947368421054	what	0
279	130090:16	where, where are you calling from *t*-1?	0.004761904761904762	0.021428571428571432	0.9457142857142857	0.0280952380952381	where	0
824	140834:4	what's the best method *t*-1?	0.023181818181818192	0.08863636363636365	0.7627272727272728	0.12545454545454546	what	0
121	24525:28	well, how do you, how do you feel *t*-1 about, uh, companies drug testing prior to *-2 hiring?	0.14772727272727273	0.01681818181818182	0.730909090909091	0.10454545454545454	how	0
173	143248:4	how did you like africa *t*-1?	0.3661904761904762	0.20761904761904765	0.10523809523809524	0.32095238095238093	how	0
711	153156:30	if they were going *-1 to show that why didn't they show the guys who you know *t*-2 got really hurt *-3 and everything *t*-4.	0.1657142857142857	0.1742857142857143	0.5599999999999999	0.1	why	0
439	31540:4	what limits *t*-1 ought *-2 to be put *-3 on it, do you think 0 *t*-4?	0.4215	0.20600000000000002	0.33399999999999996	0.038500000000000006	what	1
755	7652:23	how did you, how did they get you *t*-1?	0.056315789473684215	0.11157894736842104	0.5626315789473684	0.2694736842105263	how	0
334	97007:18	and, you know, where do you find the time *t*-1.	0.1585	0.16499999999999998	0.213	0.46349999999999997	where	0
552	55120:4	who are they going *-1 to blow it to *t*-2?	0.14263157894736841	0.1573684210526316	0.3473684210526316	0.3526315789473684	who	0
362	165769:28	uh, but uh, but what do you do *t*-1?	0.1236842105263158	0.37421052631578955	0.4621052631578947	0.039999999999999994	what	0
471	177256:4	how do you feel *t*-1 about haitian immigration?	0.2536842105263158	0.11578947368421051	0.4026315789473684	0.22789473684210526	how	0
836	167580:4	what do you usually do *t*-1 as far as budgeting?	0.41	0.0890909090909091	0.35909090909090907	0.14181818181818182	what	0
354	25144:43	and if we can't take it and use it easily, well, how can you put that on, like, elderly people and you know, just people that *t*-1 maybe just aren't blessed with as, as much sharpness and ment-, mental acuity *t*-2,	0.075	0.153	0.13699999999999998	0.6345	how	1
339	58060:20	and, and what were we trying *-1 to do *t*-2.	0.1505	0.08549999999999999	0.579	0.185	what	0
973	154973:12	well, now who do you play with *t*-1?	0.5175000000000001	0.17350000000000002	0.3085	0.0	who	0
724	19857:18	so, you know. what does that make me *t*-1,	0.11761904761904762	0.29333333333333333	0.46761904761904766	0.12142857142857141	what	0
49	123253:16	who, who did they play *t*-1?	0.18263157894736842	0.09631578947368422	0.39	0.3310526315789474	who	0
27	168933:47	but there were some things *ich*-3 that people brought *t*-1 up like well what *t*-2 happens if they, they get a false positive, you know, what recourse do you have *t*-4.	0.31222222222222223	0.1811111111111111	0.2761111111111111	0.23055555555555557	what	0
991	120041:4	where'd you get the car *t*-1?	0.0	0.003	0.9925	0.0045000000000000005	where	1
636	99843:19	now what, what do they pick *t*-1 up?	0.5410526315789475	0.18842105263157896	0.1573684210526316	0.11263157894736843	what	0
154	149467:6	and what kind do you have *t*-1?	0.709047619047619	0.11476190476190475	0.12380952380952381	0.052380952380952396	what	0
242	172323:4	where you going to school *t*-1?	0.014210526315789474	0.06421052631578947	0.8710526315789474	0.05052631578947369	where	0
624	84108:4	how do you spell that *t*-1?	0.00052631578947369	0.03842105263157894	0.8547368421052632	0.10578947368421052	how	0
688	82256:4	what do you do *t*-1 during those, those days?	0.4883333333333333	0.37111111111111117	0.07222222222222224	0.06833333333333334	what	0
986	133301:22	so do you, what *ich*-2 do you think 0 *t*-1 is good about the schools?	0.481	0.3005	0.1645	0.05400000000000001	what	0
150	70325:9	um, what do you do *t*-1?	0.3761904761904762	0.32904761904761903	0.2357142857142857	0.05904761904761906	what	0
920	93706:35	if i'm going *-1 to walk at night, what do i trade it off for *t*-2.	0.12000000000000001	0.24473684210526317	0.511578947368421	0.1236842105263158	what	0
862	61110:20	and, and what will we...	0.12809523809523812	0.24952380952380954	0.16142857142857142	0.46095238095238095	what	1
32	160516:4	why can't trees break down *t*-1?	0.1994736842105263	0.2921052631578947	0.49000000000000005	0.01842105263157896	why	1
763	164759:9	so, how do you keep up *t*-1?	0.19052631578947365	0.20526315789473687	0.34	0.26421052631578945	how	0
452	156889:13	so, julie, how do you feel *t*-1 about aids research?	0.21052631578947367	0.09105263157894736	0.506842105263158	0.19157894736842107	how	0
238	128902:9	so, how is the weather *t*-1 out there?	0.004736842105263169	0.06052631578947368	0.47368421052631576	0.4610526315789474	how	0
965	37508:7	well how do you think 0 the royals are going *-1 to do *t*-2?	0.0495	0.1305	0.4795	0.3405	how	0
588	31262:4	what are you telling that student *t*-1?	0.2261904761904762	0.07047619047619048	0.6042857142857143	0.09904761904761905	what	0
764	148900:4	what are you going *-1 to do *t*-2?	0.09947368421052631	0.24	0.33473684210526317	0.3257894736842106	what	0
137	126265:4	what do you think *t*-1?.	0.1040909090909091	0.10318181818181818	0.4640909090909091	0.32863636363636367	what	0
811	91104:4	what books have you read *t*-1 lately?.	0.6309523809523809	0.16809523809523808	0.07619047619047618	0.12476190476190474	what	0
396	105343:14	and, uh, what else do i want *t*-1.	0.6176190476190476	0.13333333333333333	0.1742857142857143	0.07476190476190475	what	0
421	115734:4	where did you all move from *t*-1?	0.022	0.0155	0.9550000000000001	0.007500000000000005	where	0
245	13887:7	well what do you think *t*-1 about the idea of, uh, kids having *-2 to do public service work for a year?	0.2431578947368421	0.1331578947368421	0.18578947368421053	0.4378947368421053	what	0
564	88619:4	where did you go to school *t*-1?	0.07105263157894737	0.09	0.8226315789473684	0.016315789473684207	where	0
509	73571:4	what, uh, department do you work in *t*-1?	0.017222222222222222	0.06277777777777777	0.7855555555555556	0.13444444444444445	what	0
128	110218:9	well, how did you like that topic *t*-1?	0.017272727272727273	0.06909090909090909	0.39681818181818185	0.5168181818181818	how	0
212	13703:4	what do you mean *t*-1?	0.08526315789473685	0.11894736842105262	0.5552631578947369	0.2405263157894737	what	0
727	32740:4	what have you got *t*-1 growing right now?	0.6245	0.1445	0.21750000000000003	0.013500000000000007	what	0
109	66396:59	but rather it's *?* *-5 on the rules of evidence, what can i hide *t*-2 and what do i have *-1 to tell *t*-3.	0.40210526315789474	0.10421052631578948	0.1873684210526316	0.3063157894736842	what	0
381	78624:40	so what do you think *t*-1 about, uh, what do you think *t*-2 about what you see *t*-3 on t v about them, like in the news or on the ads,	0.28578947368421054	0.24789473684210525	0.25052631578947365	0.21578947368421056	what	0
417	150179:6	so how do you know this much about, um, * stealing cars *t*-1?	0.2719047619047619	0.06714285714285714	0.3771428571428571	0.2838095238095238	how	0
465	160687:72	i mean what do you, what, what do you find *t*-1 interesting versus what do you find *t*-2 boring?	0.17105263157894737	0.46736842105263154	0.13999999999999999	0.22157894736842104	what	0
609	46737:8	so, what's your next purchase supposed *-2 to be *t*-1?	0.07789473684210528	0.14315789473684212	0.7668421052631579	0.01210526315789475	what	0
587	34177:4	how do you feel about that *t*-1?	0.03952380952380952	0.10666666666666667	0.6476190476190476	0.2061904761904762	how	0
289	101809:5	what else *t*-1 has changed between the sixties and the eighties and the nineties?	0.4309523809523809	0.3885714285714285	0.07476190476190477	0.10571428571428572	what	0
785	128741:4	what do you feel 0 *t*-1 are some of the main problems?	0.3685714285714286	0.31952380952380954	0.17238095238095238	0.13952380952380952	what	0
670	22312:4	what do they do *t*-1 then.	0.33	0.24166666666666664	0.28944444444444445	0.1388888888888889	what	0
476	120441:16	wh-, where do you go *-1 camping at *t*-2 around here?	0.24105263157894738	0.23526315789473684	0.521578947368421	0.002105263157894742	where	0
284	153057:6	or who *t*-1 killed who.	0.036666666666666674	0.07809523809523809	0.5247619047619049	0.36047619047619045	who	0
927	116037:14	anyway, so, where's your favorite place 0 * to go *t*-1 *t*-2?	0.0	0.15999999999999998	0.8210526315789475	0.018947368421052643	where	0
124	177592:4	why don't you start *t*-1?	0.10045454545454545	0.16272727272727272	0.3118181818181818	0.425	why	0
936	18367:4	how do you put trees in there *t*-1?	0.1605263157894737	0.3210526315789474	0.5184210526315789	0.0	how	0
316	83488:4	how did you put that many miles on it, in, four or five years *t*-1?	0.29399999999999993	0.0695	0.536	0.1	how	0
357	90605:16	wh-, why do you think that it's less close than it used *-1 to be *?* *t*-2?	0.1335	0.17850000000000002	0.684	0.004	why	0
852	167131:59	uh, but th-, th-, th-, then why * not pay, pay the sales tax *t*-1 mumblex.	0.12476190476190477	0.18761904761904763	0.6142857142857144	0.07285714285714284	why	0
515	93936:16	wh-, where do they get it *t*-1?.	0.03263157894736842	0.16421052631578947	0.74	0.06315789473684211	where	0
195	58061:4	who *t*-1 knows.	0.16954545454545455	0.05318181818181818	0.004545454545454546	0.7722727272727273	who	0
490	176208:33	and w-, why, why would they be interested in, in your little turnip unless, you know, one of the motivations in the hidden agenda is well 0 that's somebody 0 * to molest *t*-1, you know *t*-2.	0.105	0.2672222222222222	0.4361111111111111	0.19111111111111112	why	1
269	170701:21	so, wha-, what do you have *t*-1?	0.1394736842105263	0.10421052631578948	0.5942105263157894	0.16210526315789472	what	0
52	72840:6	and who *t*-3 knows how many people, *t*-2 are looking at those, uh, bills that *t*-1 come in, and those statements,	0.5878947368421054	0.056842105263157895	0.03263157894736843	0.3226315789473684	who	0
689	88636:4	what's the criterion for * choosing *-1 to go there *t*-2?	0.42999999999999994	0.10833333333333334	0.35055555555555556	0.1111111111111111	what	0
816	46742:30	if you had a choice of your car, what would you get *t*-1?	0.09727272727272726	0.13045454545454546	0.7527272727272727	0.01954545454545453	what	1
179	161114:4	what was the other dog 0 you had *t*-1 *t*-2?	0.05523809523809523	0.005238095238095244	0.7952380952380954	0.14380952380952383	what	0
846	144371:14	well, michael, what do you think *t*-1 about, uh, funding for aids research?	0.14904761904761904	0.25523809523809526	0.21571428571428572	0.38	what	0
827	85982:7	so where was your last vacation *t*-1?.	0.05818181818181818	0.06272727272727273	0.8286363636363635	0.050454545454545446	where	0
456	5413:9	well, what newspapers, uh, do you read *t*-1 in dallas?	0.5942105263157894	0.11526315789473686	0.09263157894736844	0.19789473684210526	what	0
79	44211:31	well, then how can you, how can you say as far as like in, uh, europe, as far as the, the toppling of those kinds of governments, you know, like,	0.10571428571428572	0.15857142857142859	0.130952380952381	0.6047619047619048	how	1
183	26240:6	so what are you getting your degree in *t*-1?	0.045	0.08863636363636364	0.8177272727272729	0.04818181818181817	what	0
438	87956:4	how can i tell you *t*-1.	0.022	0.523	0.242	0.213	how	1
207	97122:7	so what were you saying *t*-1?	0.12954545454545455	0.09090909090909093	0.7427272727272727	0.03681818181818182	what	0
466	120181:4	what does he think *t*-1 of your, uh, t shirts and,	0.28421052631578947	0.14631578947368423	0.28789473684210526	0.28157894736842104	what	0
654	117208:4	who *t*-1 knows, you know.	0.11894736842105262	0.08315789473684211	0.07052631578947367	0.726842105263158	who	0
701	5652:4	where you at *t*-1?	0.0	0.07999999999999999	0.92	5.286776307738857e-18	where	0
598	41547:4	what do you usually wear *t*-1 to work?.	0.16904761904761906	0.38047619047619047	0.4404761904761906	0.01	what	0
208	40349:14	you know, how can you help *-1 depending on the day care center *t*-2, you know,	0.20727272727272722	0.4368181818181817	0.1781818181818182	0.1777272727272727	how	1
73	50044:4	what do they,	0.047619047619047616	0.05285714285714285	0.16666666666666666	0.7328571428571429	what	0
976	24963:16	what, what do you advocate *t*-1,	0.11400000000000002	0.207	0.5065	0.172	what	0
575	108123:4	what kind do you like *-1 to watch *t*-2?	0.2742857142857143	0.3280952380952381	0.3685714285714285	0.029047619047619048	what	0
390	153193:4	how does he treat the other people *t*-1?	0.29333333333333333	0.19333333333333336	0.4452380952380952	0.0680952380952381	how	0
790	173703:4	who *t*-1 knows.	0.08666666666666667	0.07285714285714286	0.08761904761904761	0.7528571428571429	who	0
660	8143:4	what would you serve *t*-1, uh, if you were having a dinner party?	0.4555555555555556	0.35055555555555556	0.1377777777777778	0.055555555555555566	what	1
366	145202:62	and what we found, uh, *t*-1 to be the best guide was our own instincts about, people who *t*-2 were going *-3 to be loving	0.2210526315789474	0.17105263157894737	0.06526315789473686	0.5426315789473685	who	0
650	53763:14	i mean, what does this have *-1 to do *t*-2 with * getting, you know, a computer science degree or whatever, you know?	0.15894736842105261	0.15526315789473685	0.36157894736842106	0.32368421052631574	what	0
501	155460:9	overseas, where would you be going *t*-1?	0.20333333333333334	0.22444444444444445	0.5633333333333334	0.008888888888888889	where	1
736	123382:6	so what's it been like *t*-1 up there?	0.24850000000000003	0.18650000000000003	0.2145	0.3505	what	0
487	133926:4	how do you get your main source of current events *t*-1?	0.18722222222222226	0.23833333333333334	0.5127777777777777	0.061666666666666675	how	0
772	56100:28	and even if it's not environmentally safe, who *t*-1 cares, you know.	0.02421052631578948	0.08473684210526315	0.028421052631578955	0.8626315789473684	who	0
34	150184:9	so. how's your products been *t*-1?	0.09000000000000001	0.19894736842105262	0.17736842105263156	0.5336842105263159	how	0
503	49862:6	or what was the whole deal on that *t*-1?	0.20722222222222222	0.10666666666666667	0.5066666666666666	0.17944444444444443	what	0
165	142587:9	well, how do you get the edge though *t*-1?	0.09714285714285714	0.2323809523809524	0.660952380952381	0.009523809523809518	how	0
308	37797:4	what's that going *-2 to be like *t*-1.	0.22000000000000003	0.317	0.304	0.159	what	0
880	157318:9	uh, what are you thinking about *-2 buying *t*-1?	0.11619047619047616	0.20666666666666667	0.6623809523809523	0.014761904761904763	what	0
606	146887:7	so how do you just figure mumblex *t*-1,	0.0994736842105263	0.09578947368421052	0.23052631578947372	0.5742105263157895	how	0
676	163629:34	or, or, or what do you think *t*-1?	0.27444444444444444	0.23777777777777778	0.3211111111111111	0.16666666666666669	what	0
837	129227:9	uh, how do i feel about it *t*-1?	0.05227272727272727	0.11499999999999999	0.5409090909090909	0.2913636363636364	how	0
411	853:4	why don't we do that *t*-1?	0.0580952380952381	0.17428571428571427	0.5642857142857144	0.2033333333333333	why	0
481	146521:6	and how do you feel *t*-1 about * putting someone in the nursing home?	0.12055555555555555	0.235	0.25555555555555554	0.3888888888888889	how	0
551	157910:20	who's, who's *t*-1 not very well educated?	0.3157894736842105	0.15578947368421053	0.43631578947368416	0.09210526315789475	who	0
48	51033:9	hum, what do you think 0 *t*-1 could be done *-2 about it?	0.24578947368421047	0.5142105263157895	0.2231578947368421	0.016842105263157894	what	1
28	105249:5	what more could you ask for *t*-1?	0.09055555555555556	0.31055555555555553	0.13833333333333334	0.4605555555555555	what	1
888	6797:4	who *t*-1's going *-2 to run it, you know,	0.07761904761904762	0.05333333333333334	0.835238095238095	0.03380952380952381	who	0
671	168574:4	what's he going *-1 to be doing *t*-2 when he turns into an adult *t*-3.	0.24388888888888888	0.33944444444444444	0.17	0.24666666666666665	what	0
461	148954:24	now. well, mark, um, what was that *t*-1 again?	0.08736842105263158	0.037894736842105266	0.7047368421052632	0.17	what	0
581	129702:16	what, what do you do *t*-1, now?	0.17476190476190476	0.21714285714285714	0.5719047619047619	0.03619047619047619	what	0
586	6220:90	now that i'm a hundred percent vested *-1, you know, you kind of look through the book and see well, what exactly, what does that mean *t*-2 and what is the pension all about *t*-3	0.24571428571428572	0.10476190476190476	0.5004761904761905	0.14904761904761904	what	0
684	93886:4	what *t*-1's next,	0.18666666666666668	0.04444444444444443	0.6294444444444445	0.13944444444444443	what	0
795	116052:4	what do you like *t*-1 about tempe?	0.3042857142857143	0.45714285714285713	0.1742857142857143	0.06428571428571428	what	0
96	39333:4	what do you use *t*-1 mumblex?	0.02157894736842106	0.07526315789473687	0.5836842105263158	0.3194736842105263	what	0
39	83839:35	when does it, wh-, when does it bloom *t*-1?	0.16157894736842104	0.16842105263157894	0.6605263157894737	0.009473684210526322	when	0
761	115353:16	what, what does a computer club do *t*-1.	0.521578947368421	0.16947368421052633	0.30421052631578943	0.004736842105263157	what	0
305	394:4	what did you wear *t*-1 to work today?	0.21950000000000003	0.11850000000000001	0.5579999999999999	0.10400000000000001	what	0
610	113068:16	what, what do you think *t*-1 about them?	0.35000000000000003	0.15368421052631578	0.2410526315789474	0.2552631578947368	what	0
448	12409:32	and, and what, what do you do *t*-2 with the people that *t*-1 are over there in the mean time.	0.185	0.201	0.29799999999999993	0.316	what	0
910	102522:21	well, wha-, what's your next,	0.011052631578947356	0.11526315789473685	0.6321052631578947	0.24105263157894738	what	0
231	22805:4	how do you feel about them *t*-1, i mean, since you've kind of been close to that.	0.28578947368421054	0.1542105263157895	0.3526315789473684	0.20736842105263156	how	0
53	155438:9	so, what do you and your husband do *t*-1?	0.12947368421052632	0.24157894736842103	0.6147368421052631	0.01421052631578948	what	0
740	119725:10	well, what particularly are you interested in *t*-1?	0.12200000000000003	0.32299999999999995	0.518	0.037000000000000005	what	0
327	103429:6	and what is he going *-1 to do *t*-2 prison to the other people?	0.23899999999999996	0.15250000000000002	0.34650000000000003	0.262	what	0
959	167746:18	or or how do you work that *t*-1?	0.12473684210526316	0.17578947368421052	0.6578947368421053	0.04157894736842106	how	0
720	8147:37	it was, um, about movies, you know, what have you seen *t*-1 at the movies lately and stuff like that.	0.42476190476190484	0.21000000000000002	0.18666666666666668	0.17857142857142858	what	0
326	79923:23	so what was, what was the other question *t*-1,	0.017	0.138	0.742	0.1025	what	0
91	77104:20	what's, what are some other questions 0 they have *t*-1 *t*-2,	0.4273684210526316	0.3042105263157895	0.06315789473684212	0.20526315789473684	what	0
877	133178:4	how did it go for you *t*-1?	0.08047619047619048	0.016666666666666666	0.3495238095238095	0.5533333333333333	how	0
640	129975:18	but, i mean, what would somebody do *t*-1 with them.	0.33210526315789474	0.2826315789473684	0.21473684210526317	0.1705263157894737	what	1
80	129042:32	but, uh, see, see what else can i say *t*-1 about the weather.	0.3090476190476191	0.34428571428571425	0.05523809523809523	0.2914285714285714	what	1
35	78887:7	well what did you think *t*-1 of reagan as a president?	0.2005263157894737	0.18157894736842103	0.2642105263157895	0.35368421052631577	what	0
404	8637:6	and what do you think 0 you'll do *t*-1 with that?	0.15619047619047619	0.34714285714285714	0.4195238095238095	0.07714285714285715	what	1
545	131468:4	how did they end up so far away *t*-1?	0.14842105263157895	0.20368421052631577	0.3642105263157895	0.28368421052631576	how	0
203	122764:4	what did we do *t*-1 without it back then?	0.1159090909090909	0.12863636363636363	0.5149999999999999	0.24000000000000002	what	0
265	26244:6	and what do you do *t*-1 with it?	0.21631578947368424	0.3773684210526316	0.25842105263157894	0.14789473684210527	what	0
754	14147:4	what did you think *t*-1 of the news coverage of the war?	0.26849999999999996	0.19750000000000004	0.272	0.262	what	0
547	34505:4	what was the last comedy 0 you saw *t*-1 *t*-2?	0.10210526315789474	0.19999999999999998	0.6563157894736842	0.04157894736842106	what	0
992	53429:4	what do you think *t*-1 about it?	0.1465	0.1795	0.242	0.43200000000000005	what	0
468	59482:4	what *t*-1's the point of * putting a restrictio-,	0.22947368421052627	0.20157894736842108	0.23526315789473684	0.3336842105263158	what	0
107	96976:42	if you do not have the time *-1 to talk to yourself, who are you going *-2 to talk to *t*-3.	0.3778947368421052	0.22947368421052633	0.008421052631578947	0.3842105263157895	who	0
926	46586:4	what do they get paid *t*-1.	0.005263157894736848	0.04315789473684211	0.4610526315789474	0.49000000000000005	what	0
535	171763:102	and, it's like, okay, what *ich*-1 do we have *t*-3 left, what do we have *-2 to pay *t*-4, what have we paid *t*-5 this month. what *t*-6 hasn't come in yet, you know.	0.6547368421052632	0.15157894736842106	0.12315789473684209	0.07052631578947369	what	0
375	173944:4	what was the age difference *ich*-2 *t*-1 between the youngest and the oldest?	0.10263157894736843	0.1394736842105263	0.6	0.15789473684210525	what	0
336	138064:9	uh, why did you choose a private school *t*-1?	0.369	0.20550000000000002	0.4245	0.001	why	0
382	122174:4	what did you think *t*-1 of that one?	0.10263157894736841	0.2757894736842106	0.3957894736842105	0.22578947368421054	what	0
725	78481:16	by, what do you mean *t*-1 by liberal, um.	0.32199999999999995	0.15450000000000003	0.3555	0.16799999999999998	what	0
808	106648:6	and how do you hold to yours *t*-1?.	0.17190476190476192	0.18476190476190477	0.6109523809523809	0.032380952380952385	how	0
78	138616:4	what am i going *-1 to fix *t*-2 for supper.	0.05380952380952381	0.2619047619047619	0.6285714285714284	0.05571428571428571	what	0
319	148052:4	what do you call them *t*-2 the guys that *t*-1 orchestrate the con-, the conductors.	0.002	0.11500000000000002	0.7024999999999999	0.1805	what	0
582	11532:7	well what have you seen *t*-1?	0.38	0.3142857142857143	0.24904761904761902	0.0561904761904762	what	0
280	123363:6	so what do you guys having *t*-1 up there?	0.32476190476190475	0.14952380952380956	0.4014285714285714	0.12428571428571428	what	0
632	133681:9	well, how did it go *t*-1?	0.10631578947368421	0.07157894736842105	0.5594736842105262	0.26263157894736844	how	0
155	127707:20	what, now what night is that on *t*-1 now?	0.010000000000000005	0.0	0.62	0.37	what	0
484	87987:9	well, who *t*-1 knows.	0.1927777777777778	0.16055555555555556	0.031111111111111107	0.6155555555555555	who	0
869	16417:9	well, how did you get a recipe for pudding on your own *t*-1?	0.05238095238095238	0.23619047619047623	0.709047619047619	0.002380952380952381	how	0
191	37892:21	and now, you know, what do we have *t*-1 now.	0.115	0.30000000000000004	0.33181818181818185	0.2531818181818182	what	0
271	108649:4	what would i put *t*-1 together for a formal dinner.	0.3719047619047619	0.4080952380952381	0.1714285714285714	0.04809523809523811	what	1
349	94077:4	where is it going *-1 to be *t*-2?	0.0005	0.017499999999999998	0.9744999999999999	0.0075	where	0
167	105329:4	why don't you go ahead first and tell what kind of car you'd look for *t*-1 in your next *t*-2.	0.2795238095238095	0.1223809523809524	0.07523809523809524	0.5228571428571429	why	1
283	61222:4	how do they get along together *t*-1?	0.11047619047619046	0.19761904761904764	0.48190476190476195	0.21000000000000002	how	0
298	61578:4	how are your kids handling it *t*-1?	0.23190476190476195	0.30380952380952375	0.36523809523809525	0.09904761904761905	how	0
392	29724:4	how were you decorating the baskets *t*-1?	0.12523809523809523	0.12190476190476189	0.709047619047619	0.043809523809523805	how	0
97	124617:13	is that, what was yours more like *t*-1?	0.0015789473684210409	0.05368421052631579	0.5789473684210527	0.36578947368421055	what	0
746	39264:8	so. where did you get your recipe for it *t*-1?	0.0215	0.054000000000000006	0.73	0.1945	where	0
639	176169:4	why * not replace it *t*-1.	0.08421052631578947	0.301578947368421	0.43052631578947365	0.1836842105263158	why	0
523	108783:14	oh. well, what *t*-1 took you to north carolina?	0.20052631578947372	0.27210526315789474	0.5152631578947368	0.01210526315789475	what	0
235	68591:4	what club do you follow *t*-1?	0.07315789473684212	0.1363157894736842	0.6852631578947368	0.10526315789473684	what	0
895	13236:60	what, what would, what would you find, what would you have them do *t*-1?	0.26238095238095244	0.26571428571428574	0.2923809523809524	0.17952380952380953	what	1
630	8552:6	so how do you keep track of where you are *t*-1 in, in your monthly spending *t*-2?	0.19842105263157891	0.2431578947368421	0.5042105263157894	0.05421052631578949	how	0
352	29686:4	what did you call that *t*-1?	0.008000000000000002	0.184	0.7190000000000001	0.089	what	0
223	126374:8	but, what do i know *t*-1, right?.	0.07210526315789473	0.0731578947368421	0.07684210526315789	0.7778947368421052	what	0
893	164746:33	i mean, when did it, when did they mumblex,	0.0	0.08761904761904761	0.6952380952380953	0.21714285714285714	when	0
105	126562:5	what *ich*-2 have you seen *t*-3 recently that you enjoyed *t*-1?	0.3547368421052632	0.5052631578947369	0.08736842105263158	0.05263157894736842	what	0
691	41118:8	or, how did you do it *t*-1?	0.2288888888888889	0.14333333333333334	0.61	0.017777777777777785	how	0
65	11053:4	where do you live *t*-1?	0.0	0.0	0.9938095238095238	0.005714285714285714	where	0
627	89110:4	what did i say *t*-1, peter?	0.044736842105263165	0.02631578947368421	0.8099999999999999	0.11894736842105262	what	0
508	15369:10	and then what else did i have *t*-1?	0.3177777777777778	0.23888888888888887	0.36000000000000004	0.08333333333333333	what	0
292	167703:7	so what *t*-1 goes into that, that particular thing?	0.3838095238095238	0.029523809523809518	0.5342857142857143	0.05238095238095238	what	0
250	6902:4	what are you afraid of *t*-1 with them?	0.358421052631579	0.27894736842105267	0.30421052631578943	0.058421052631578964	what	0
101	53731:6	but why * not hit the points 0 the kid's really interested in *t*-1 *t*-2?	0.22631578947368416	0.17105263157894737	0.5499999999999999	0.05263157894736843	why	0
668	74128:20	what was, what was your name *t*-1 again?	0.06444444444444444	0.12055555555555555	0.758888888888889	0.05611111111111111	what	0
395	44490:4	where you from *t*-1?	0.02095238095238096	0.01	0.9433333333333335	0.025714285714285717	where	0
